genres,imdb_title,movie_title
Biography|Comedy|Documentary,tt0327036,Martin Lawrence Live: Runteldat
Drama|Romance,tt0051459,Cat on a Hot Tin Roof
Action|Adventure|Sci-Fi,tt0065462,Beneath the Planet of the Apes
Comedy|Drama|Family|Sport,tt0118570,Air Bud
Action|Adventure|Animation|Family|Fantasy|Sci-Fi,tt0235679,Pokémon 3: The Movie
Horror|Thriller,tt0091080,Jason Lives: Friday the 13th Part VI
Adventure|Drama|War,tt0050212,The Bridge on the River Kwai
Adventure|Comedy|Sci-Fi,tt0100666,Spaced Invaders
Comedy|Thriller,tt0074512,Family Plot
Fantasy|Horror|Thriller,tt0107254,Jason Goes to Hell: The Final Friday
Thriller,tt0061107,Torn Curtain
Comedy|Documentary|Music,tt0425598,Dave Chappelle's Block Party
Western,tt3205376,Slow West
Comedy|Drama|Music,tt0089444,Krush Groove
Action|Comedy|Crime,tt1097013,Next Day Air
Drama,tt0053793,Elmer Gantry
Comedy,tt0160298,Trippin'
Animation|Comedy,tt0437745,Robot Chicken
Comedy,tt0490196,Phat Girlz
Drama|Romance,tt2209418,Before Midnight
Comedy|Fantasy,tt0094118,Teen Wolf Too
Action|Fantasy|Horror|Sci-Fi|Thriller,tt0095863,Phantasm II
Drama,tt0399901,Woman Thou Art Loosed
Comedy|Drama,tt0296166,Real Women Have Curves
Drama|Romance,tt0240200,Water
Comedy|Drama,tt0166175,East Is East
Comedy|Romance,tt0174336,Whipped
Crime|Drama|History|Romance,tt0116743,Kama Sutra: A Tale of Love
Comedy|Drama,tt0878835,Please Give
Family|Fantasy|Musical,tt0067992,Willy Wonka & the Chocolate Factory
Fantasy|Horror,tt0108517,Warlock: The Armageddon
Comedy|Crime,tt0118541,8 Heads in a Duffel Bag
Drama|Romance,tt0077405,Days of Heaven
Drama,tt0268690,Thirteen Conversations About One Thing
Comedy|Crime|Thriller,tt0155776,Jawbreaker
Biography|Drama,tt0115632,Basquiat
Crime|Drama,tt0468565,Tsotsi
Comedy|Drama,tt0147612,Happiness
Comedy|Documentary,tt0337996,DysFunktional Family
Comedy|Drama|Horror,tt3099498,Tusk
Drama|Mystery|Thriller,tt0364569,Oldboy
Drama|Family,tt1462054,Letters to God
Action|Comedy|Thriller,tt1640459,Hobo with a Shotgun
Action|Comedy,tt3367294,Compadres
Comedy|Crime|Drama|Thriller,tt0116361,Freeway
Drama|Family|Western,tt0785025,Love's Abiding Joy
Drama,tt1232776,Fish Tank
Comedy|Drama|Romance,tt1667307,Damsels in Distress
Horror|Sci-Fi|Thriller,tt0156205,Creature
Comedy|Romance,tt1920849,Bachelorette
Comedy|Drama|Horror|Sci-Fi|Thriller,tt4877736,BrainDead
Drama|Family|Music,tt0403118,Brave New Girl
Comedy,tt1855401,Tim and Eric's Billion Dollar Movie
Crime|Drama|Thriller,tt2039393,The Gambler
Drama,tt0118327,The Grand
Comedy|Drama|Romance|Sport,tt0420206,Summer Storm
Drama|History|War,tt1282046,Fort McCoy
Horror|Thriller,tt1148200,Chain Letter
Comedy|Drama,tt0162236,Just Looking
Drama|Sci-Fi|Thriller,tt1535616,The Divide
Drama|Horror|Romance,tt1346961,The Eclipse
Horror|Thriller,tt1841642,Demonic
Comedy,tt0385890,My Big Fat Independent Movie
Adventure|Family|Fantasy,tt1014759,Alice in Wonderland
Drama,tt1151410,Tanner Hall
Action|Drama|Thriller,tt1922679,Open Road
Comedy,tt2398249,They Came Together
Comedy,tt2417650,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo
Action|Drama|Sport,tt1754264,Never Back Down 2: The Beatdown
Crime|Thriller,tt0062138,Point Blank
Thriller,tt2229377,Enter the Dangerous Mind
Thriller,tt2048865,AWOL-72
Adventure|Crime|Drama,tt0095354,Iguana
Drama|Family|Fantasy|Romance,tt1661199,Cinderella
Action|Adventure|Crime|Drama,tt1085382,Chicago Overcoat
Comedy|Drama|Romance,tt0482461,Barry Munday
Drama,tt0140888,Central Station
Comedy|Drama,tt0055312,Pocketful of Miracles
Action|Crime,tt3511596,Close Range
Comedy|Romance,tt0439478,Boynton Beach Club
Drama|Horror|Mystery|Thriller,tt2837336,Amnesiac
Documentary,tt1152822,Freakonomics
Fantasy|Horror|Mystery,tt0075005,The Omen
Horror,tt0338095,High Tension
Comedy|Drama|Romance|Sci-Fi,tt1509803,Griff the Invisible
Action|Horror|Thriller,tt3551400,Unnatural
Crime|Drama|Music,tt0410097,Hustle & Flow
Horror,tt0095179,Friday the 13th Part VII: The New Blood
Horror,tt0848557,Diary of the Dead
Comedy|Drama|Romance,tt0456144,Lage Raho Munna Bhai
Drama,tt0120402,Ulee's Gold
Adventure|Family|Sport,tt0078872,The Black Stallion
Romance,tt4080386,Sardaar Ji
Action|Adventure|Animation|Comedy|Sci-Fi,tt1095423,Journey to Saturn
Adventure|Comedy|Romance,tt0057007,Donovan's Reef
Comedy|Drama,tt0116729,The Dress
Comedy|Western,tt0071230,Blazing Saddles
Horror|Thriller,tt0087298,Friday the 13th: The Final Chapter
Drama|Romance,tt0093512,Maurice
Comedy|Sport,tt0453453,Beer League
Drama|Sci-Fi|Thriller,tt0138304,The Astronaut's Wife
Documentary|History|Sport,tt0389326,Riding Giants
Horror|Mystery|Sci-Fi|Thriller,tt0480669,Timecrimes
Horror|Thriller,tt0857295,Timber Falls
Comedy|Musical|Romance,tt0045152,Singin' in the Rain
Documentary,tt1227378,"Fat, Sick & Nearly Dead"
Comedy|Fantasy,tt2243537,A Haunted House
Documentary,tt2247692,2016: Obama's America
Horror,tt1311067,Halloween II
Comedy|Drama|Music,tt0117887,That Thing You Do!
Horror|Mystery|Sci-Fi,tt0085636,Halloween III: Season of the Witch
Action|Sci-Fi,tt0067065,Escape from the Planet of the Apes
Comedy|Documentary,tt2609912,Kevin Hart: Let Me Explain
Drama,tt0102494,My Own Private Idaho
Comedy|Drama|Romance,tt0333766,Garden State
Drama|Romance,tt0112471,Before Sunrise
Action|Drama|Horror|Thriller,tt0380732,Sur le seuil
Drama,tt0186253,Jesus' Son
Comedy|Drama|Romance,tt0384504,Saving Face
Drama,tt0940585,Brick Lane
Comedy|Crime|Drama|Sci-Fi,tt1990314,Robot & Frank
Drama|Romance,tt0314412,My Life Without Me
Comedy|Drama|Romance,tt1714206,The Spectacular Now
Comedy|Documentary|War,tt0815241,Religulous
Documentary,tt1294164,Fuel
Comedy|Drama|Family,tt0465407,Eye of the Dolphin
Documentary,tt1484522,8: The Mormon Proposition
Comedy|Drama|Romance,tt1049405,The Other End of the Line
Horror|Thriller,tt0187696,Anatomy
Drama|Romance|Sci-Fi|Thriller,tt0804529,Sleep Dealer
Comedy|Crime|Drama,tt1512235,Super
Comedy|Drama|Family|Romance,tt1663628,Christmas Mail
Comedy|Horror,tt3300572,Stung
Drama|History,tt0116404,Get on the Bus
Drama|Horror|Mystery|Thriller,tt0486028,Thr3e
Adventure|Comedy|Sci-Fi,tt0387808,Idiocracy
Crime|Drama,tt0480025,This Is England
Comedy|Sci-Fi,tt2040578,Alien Uprising
Comedy|Musical,tt0036628,Bathing Beauty
Drama|Musical,tt1307926,Go for It!
Comedy|Drama|Family,tt0118925,"Dancer, Texas Pop. 81"
Drama|Family|Musical|Romance,tt0044030,Show Boat
Drama,tt1470020,Redemption Road
Thriller,tt1666335,The Calling
Adventure|Animation|Comedy|Family|Fantasy|Musical,tt0092695,The Brave Little Toaster
Animation|Family|Fantasy|Music,tt0032455,Fantasia
Action|Crime|Drama|Thriller,tt0067116,The French Connection
Horror|Thriller,tt0083972,Friday the 13th Part III
Horror|Mystery|Thriller,tt0089173,Friday the 13th: A New Beginning
Drama,tt0810928,The Last Sin Eater
Drama,tt4056738,Do You Believe?
Thriller,tt1086841,Impact Point
Comedy|Drama|Romance,tt0449000,Chicken Tikka Masala
Comedy|Music|Romance,tt1995477,Always Woodstock
Action|Comedy|Horror,tt0816539,Jack Brooks: Monster Slayer
Biography|Crime|Drama,tt0242193,Bully
Comedy|Drama,tt0279064,Elling
Horror,tt1038988,[Rec]
Horror|Sci-Fi|Thriller,tt3561236,Containment
Adventure|Drama|Western,tt2215673,The Timber
Action|Adventure|Thriller,tt0057076,From Russia with Love
Action|Comedy|Horror|Sci-Fi,tt0098503,The Toxic Avenger Part II
Crime|Drama|Mystery,tt0094484,In the Heat of the Night
Comedy|Sci-Fi,tt0070707,Sleeper
Horror|Mystery,tt3235888,It Follows
Action|Comedy,tt0111512,The Legend of Drunken Master
Biography|Crime|Drama|Romance,tt0171804,Boys Don't Cry
Drama|Horror|Mystery|Thriller,tt1767382,Silent House
Drama|Thriller,tt0405094,The Lives of Others
Drama,tt1630036,Courageous
Animation|Comedy|Drama,tt0286244,The Triplets of Belleville
Comedy|Drama,tt0120321,Smoke Signals
Biography|Comedy|Drama,tt0305206,American Splendor
Drama|Romance,tt0381681,Before Sunset
Drama|Thriller,tt0245712,Amores Perros
Drama,tt0328538,Thirteen
Drama,tt1399683,Winter's Bone
Adventure|Documentary|Drama|Sport,tt0379557,Touching the Void
Comedy|Drama,tt0415978,Me and You and Everyone We Know
Crime|Documentary,tt1645089,Inside Job
Drama|Music|Romance,tt3787590,We Are Your Friends
Action|Crime|Drama|Thriller,tt0165798,Ghost Dog: The Way of the Samurai
Action|Crime|Drama|Thriller,tt0433387,Harsh Times
Crime|Drama|Thriller,tt3268668,Captive
Comedy|Romance,tt0290212,Full Frontal
Horror|Mystery|Thriller,tt0090327,Witchboard
Comedy,tt0194624,Strangers with Candy
Drama,tt0116477,Hamlet
Comedy|Drama|Romance,tt0367027,Shortbus
Animation|Biography|Documentary|Drama|History|War,tt1185616,Waltz with Bashir
Adventure,tt0349159,"The Book of Mormon Movie, Volume 1: The Journey"
Documentary|War,tt0912593,No End in Sight
Drama|Romance,tt3172532,The Diary of a Teenage Girl
Comedy|Drama|Romance,tt0212662,Get Real
Drama|Western,tt1518812,Meek's Cutoff
Crime|Drama|Romance,tt0229340,Dinner Rush
Comedy|Drama,tt0118866,Clockwatchers
Comedy,tt1695994,The Virginity Hit
Comedy|Drama|Thriller,tt0090095,Subway
Comedy|Drama,tt0372334,House of D
Comedy|Fantasy|Horror|Thriller,tt0780622,Teeth
Action|Adventure|Comedy|Drama|Music|Sci-Fi,tt0118736,Six-String Samurai
Biography|Comedy|Drama|Music,tt0388139,It's All Gone Pete Tong
Comedy|Drama,tt1276105,Saint John of Las Vegas
Drama,tt3018070,Stonewall
Comedy|Drama|Sci-Fi,tt0796264,Eureka
Animation|Comedy|Family|Romance,tt1050739,Roadside Romeo
Crime|Drama,tt0338497,This Thing of Ours
Adventure|Family|Fantasy,tt1390539,The Lost Medallion: The Adventures of Billy Stone
Comedy|Drama|Musical|Romance,tt2474024,The Last Five Years
Drama,tt1105512,The Missing Person
Horror|Romance|Sci-Fi,tt0107953,Return of the Living Dead III
Drama|Romance,tt0449061,London
Drama,tt0423169,Sherrybaby
Comedy|Crime,tt0265808,Stealing Harvard
Drama|Horror|Mystery|Sci-Fi|Thriller,tt3118452,Circle
Horror|Thriller,tt1020530,Eden Lake
Thriller,tt2226519,Plush
Action|Comedy|Fantasy|Horror,tt1020885,Vampire Killers
Action|Crime|Drama,tt0783532,Gangster's Paradise: Jerusalema
Crime|Drama|Thriller,tt0363095,Freeze Frame
Horror,tt1703199,Grave Encounters
Comedy|Horror,tt2126362,Stitches
Crime|Drama|Horror|Mystery|Thriller,tt0959329,Nine Dead
Comedy,tt0066808,Bananas
Thriller,tt1734586,Supercapitalist
Action|Crime|Drama|Thriller,tt0796355,Rockaway
Comedy|Drama,tt0098948,Wings
Horror|Thriller,tt1090671,No Man's Land: The Rise of Reeker
Crime|Drama,tt0165361,Highway
Comedy,tt2234025,Coffee Town
Comedy|Drama,tt1462901,All Is Bright
Horror|Mystery,tt0062235,The Torture Chamber of Dr. Sadism
Comedy|Drama,tt2024506,Straight A's
Comedy|Musical,tt0060438,A Funny Thing Happened on the Way to the Forum
Documentary,tt0850669,Slacker Uprising
Action|Adventure|History|Western,tt1220217,The Legend of Hell's Gate: An American Conspiracy
Comedy|Horror,tt3499458,The Walking Deceased
Drama|Horror|Mystery|Thriller,tt1772261,The Curse of Downers Grove
Thriller,tt4416518,Shark Lake
Drama|Fantasy,tt0322659,Northfork
Action|Thriller,tt3528666,The Marine 4: Moving Target
Drama|Mystery|Thriller,tt1462758,Buried
Comedy|Drama|Romance,tt1440292,Submarine
Documentary|Drama|History|News,tt2486682,The Square
Drama,tt0486751,One to Another
Drama|Fantasy|Horror,tt1939659,Carrie
Drama|Musical,tt2321163,ABCD (Any Body Can Dance)
Horror,tt0087800,A Nightmare on Elm Street
Biography|Crime|Documentary|History|Thriller,tt1155592,Man on Wire
Drama,tt4519006,Abandoned
Drama,tt3262990,Brotherly Love
Drama|Horror|Thriller,tt1320244,The Last Exorcism
Biography|Drama|Music,tt1266029,Nowhere Boy
Drama|Romance,tt0313196,El crimen del padre Amaro
Drama|Fantasy,tt2125435,Beasts of the Southern Wild
Action|Sci-Fi,tt0069768,Battle for the Planet of the Apes
Drama|Music,tt0210299,Songcatcher
Drama,tt1562568,Higher Ground
Comedy|Romance,tt3566698,Vaalu
Comedy|Documentary,tt1743720,The Greatest Movie Ever Sold
Adventure|Drama,tt0378906,Travelers and Magicians
Western,tt0061747,Hang 'Em High
Horror|Thriller,tt0822858,Sublime
Action|Sci-Fi,tt2645670,Independence Daysaster
Comedy|Drama,tt1653002,Dysfunctional Friends
Drama|Horror,tt0303361,May
Adventure|Family,tt2475846,Against the Wild
Adventure|Drama,tt0796307,Under the Same Moon
Action|Sci-Fi,tt0068408,Conquest of the Planet of the Apes
Crime|Drama,tt0247425,In the Bedroom
Horror|Thriller,tt1242432,I Spit on Your Grave
Comedy|Crime|Romance,tt0162360,"Happy, Texas"
Drama|Romance,tt0382189,My Summer of Love
Drama|Romance,tt2350496,The Lunchbox
Drama|Romance,tt0381717,Yes
Western,tt0041866,She Wore a Yellow Ribbon
Drama|Music,tt2349460,Grace Unplugged
Comedy|Drama,tt0166195,Foolish
Crime|Drama|Thriller,tt1289419,N-Secure
Comedy|Drama|Romance,tt0825236,Caramel
Horror|Thriller,tt2872724,Out of the Dark
Comedy|Drama|Romance,tt0476643,The Bubble
Drama|Mystery|Thriller,tt0071360,The Conversation
Crime|Drama|Romance,tt0064990,Mississippi Mermaid
Drama|Mystery,tt0322700,I Love Your Work
Horror,tt3832096,Cabin Fever
Action|Horror|Thriller,tt0363547,Dawn of the Dead
Comedy|Drama|Romance,tt0473308,Waitress
Action|Biography|Drama|Sport,tt0092675,Bloodsport
Drama,tt0113540,Kids
Comedy|Drama,tt0367089,The Squid and the Whale
Comedy|Drama|Romance,tt0264761,Kissing Jessica Stein
Comedy|Drama,tt1428556,"A Woman, a Gun and a Noodle Shop"
Film-Noir|Mystery|Romance|Thriller,tt0038109,Spellbound
Drama|Mystery|Romance,tt0109759,Exotica
Comedy|Crime|Drama|Romance,tt0118789,Buffalo '66
Fantasy|Horror|Mystery|Thriller,tt1591095,Insidious
Comedy|Crime|Sci-Fi|Thriller,tt0087995,Repo Man
Crime|Drama|Thriller,tt0247586,Nine Queens
Documentary|War,tt2309788,The Gatekeepers
Drama,tt0357110,The Ballad of Jack and Rose
Comedy|Romance,tt1758795,The To Do List
Crime|Drama|Thriller,tt0110265,Killing Zoe
Drama|Romance,tt0453548,Snow Angels
Horror|Mystery,tt0261983,Session 9
Comedy|Romance,tt0391229,I Want Someone to Eat Cheese With
Drama|Family,tt1450328,Mooz-Lum
Comedy|Horror,tt0422401,Hatchet
Drama,tt0286162,Stolen Summer
Comedy|Fantasy,tt0489235,My Name Is Bruce
Comedy|Drama,tt0436742,The Salon
Comedy,tt3110770,Road Hard
Drama|Music|Romance,tt0395543,Forty Shades of Blue
Drama|War,tt1562847,Amigo
Fantasy|Horror,tt1226681,Pontypool
Drama,tt1087527,Trucker
Drama|Fantasy|Horror|Thriller,tt1731697,The Lords of Salem
Comedy|Horror|Mystery,tt3504048,Housebound
Documentary,tt0473107,Wal-Mart: The High Cost of Low Price
Drama|Fantasy|Romance,tt0475271,Fetching Cody
Comedy|Drama,tt2017486,Closer to the Moon
Sci-Fi,tt3626436,Mutant World
Action|Crime|Thriller,tt3781616,Checkmate
Action|Crime|Mystery|Thriller,tt0790724,Jack Reacher
Drama|Horror|Mystery|Thriller,tt3526286,#Horror
Animation|Family|Fantasy|Musical,tt0029583,Snow White and the Seven Dwarfs
Drama,tt0300270,The Holy Girl
Western,tt0063592,Shalako
Adventure|Comedy|Horror,tt0374639,Incident at Loch Ness
Drama,tt4063178,The Dog Lover
Horror|Thriller,tt2577172,Girl House
Crime|Romance|Thriller,tt3230082,The Blue Room
Horror|Thriller,tt0464054,House at the End of the Drive
Adventure|Comedy|Family,tt0060153,Batman: The Movie
Comedy|Crime,tt0120735,"Lock, Stock and Two Smoking Barrels"
Action|Crime|Drama|Mystery,tt0068135,The Streets of San Francisco
Drama,tt0154420,The Celebration
Comedy|Drama,tt0117958,Trees Lounge
Drama,tt0433398,Journey from the Fall
Drama,tt0190255,The Basket
Comedy|Horror,tt1480658,Eddie: The Sleepwalking Cannibal
Action|Crime|Drama|Thriller,tt0120749,Mercury Rising
Drama|Sci-Fi,tt0112173,Space: Above and Beyond
Action|Biography|Drama|History,tt2640460,Queen of the Mountains
Action|Sci-Fi,tt0087130,Def-Con 4
Comedy|Musical|Romance,tt0470869,Neal 'N' Nikki
Comedy,tt1498870,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It
Horror|Romance|Thriller,tt1147684,Forget Me Not
Horror|Mystery|Thriller,tt0082418,Friday the 13th Part 2
Horror|Sci-Fi,tt0087015,C.H.U.D.
Drama|Music,tt1869425,Filly Brown
Crime|Film-Noir|Thriller,tt0046126,Niagara
Drama,tt3846642,The Girlfriend Experience
Comedy|Romance|Thriller,tt3104930,Da Sweet Blood of Jesus
Drama,tt0098724,"Sex, Lies, and Videotape"
Horror|Mystery|Thriller,tt0387564,Saw
Comedy|Crime|Mystery,tt0247745,Super Troopers
Drama|Sci-Fi|Thriller,tt0970416,The Day the Earth Stood Still
Comedy|Drama|Romance,tt0265343,Monsoon Wedding
Drama,tt0203230,You Can Count on Me
Comedy|Mystery|Romance,tt0048750,The Trouble with Harry
Crime|Drama|Mystery|Thriller,tt0425210,Lucky Number Slevin
Comedy|Drama,tt0179116,But I'm a Cheerleader
Drama|Sport,tt2051894,Home Run
Crime|Drama|Thriller,tt0105236,Reservoir Dogs
Western,tt0060196,"The Good, the Bad and the Ugly"
Comedy|Drama,tt3742378,The Second Mother
Comedy|Drama,tt1758575,Blue Like Jazz
Documentary,tt2035599,"Pink Ribbons, Inc."
Drama,tt1879030,Q
Adventure|Comedy|Drama,tt0338075,Grand Theft Parsons
Comedy,tt0806147,Extreme Movie
Thriller,tt1641388,Below Zero
Action|Horror|Mystery|Thriller,tt2180333,Crowsnest
Adventure|Comedy|Sport,tt0106233,Airborne
Action|Comedy,tt0065579,Cotton Comes to Harlem
Horror,tt1943014,The Wicked Within
Comedy,tt0348333,Waiting...
Drama|Horror|Thriller,tt4460878,Wolf Creek
Action|Drama|Horror|Thriller,tt0091671,From a Whisper to a Scream
Documentary|Drama,tt0304692,Sex with Strangers
Drama,tt0850667,Faith Like Potatoes
Sci-Fi|Thriller,tt1534085,Beyond the Black Rainbow
Action|Crime|Thriller,tt1899353,The Raid: Redemption
Action|Horror|Sci-Fi,tt0923653,The Dead Undead
Horror,tt3043194,The Vatican Exorcisms
Drama|Romance|War,tt0034583,Casablanca
Drama|Horror|Mystery|Thriller,tt0816556,Lake Mungo
Comedy|Drama,tt1434447,Rocket Singh: Salesman of the Year
Drama|Sci-Fi,tt0067756,Silent Running
Drama|Sport,tt0075148,Rocky
Fantasy|Horror,tt0080749,The Fog
Adventure|Comedy|History,tt0057590,Tom Jones
Horror|Mystery|Thriller,tt3713166,Unfriended
Crime|Drama,tt0075314,Taxi Driver
Horror,tt0082533,The Howling
Action|Adventure|Thriller,tt0055928,Dr. No
Horror|Mystery|Sci-Fi|Thriller,tt1991245,Chernobyl Diaries
Fantasy|Horror,tt0093177,Hellraiser
Drama,tt4824308,God's Not Dead 2
Drama|Horror|Mystery|Thriller,tt0384286,Cry_Wolf
Action|Adventure|Drama|Sci-Fi|Thriller,tt0188640,Godzilla 2000
Drama|Romance,tt1120985,Blue Valentine
Adventure|Comedy|Drama,tt0407265,Transamerica
Horror,tt1560985,The Devil Inside
Comedy|Drama|Music,tt0065466,Beyond the Valley of the Dolls
Documentary,tt0497116,An Inconvenient Truth
Biography|Documentary|Music,tt0893382,Shine a Light
Adventure|Horror,tt2403021,The Green Inferno
Drama|Family|Romance,tt2248739,Departure
Biography|Comedy|Drama|Romance,tt1866249,The Sessions
Documentary,tt1286537,"Food, Inc."
Drama,tt1720182,October Baby
Comedy|Drama|Romance,tt0119778,Next Stop Wonderland
Comedy|Drama|Romance,tt0467406,Juno
Comedy|Drama,tt1571249,The Skeleton Twins
Drama|Mystery|Thriller,tt1441326,Martha Marcy May Marlene
Comedy|Drama,tt2910274,Obvious Child
Crime|Drama,tt0978759,Frozen River
Documentary|Music,tt2396566,20 Feet from Stardom
Comedy|Drama,tt0124179,Two Girls and a Guy
Comedy|Drama|Romance,tt0118113,Walking and Talking
Comedy|Drama|Music,tt0119164,The Full Monty
Documentary,tt0489037,Who Killed the Electric Car?
Comedy|Drama|Romance|Sport,tt0222850,The Broken Hearts Club: A Romantic Comedy
Comedy|Fantasy|Mystery,tt0281686,Bubba Ho-Tep
Adventure|Comedy|Family|Fantasy|Horror,tt1051904,Goosebumps
Drama,tt0139615,Slam
Crime|Drama|Mystery,tt0268200,Brigham City
Comedy,tt0082517,History of the World: Part I
Comedy|Sci-Fi,tt0124819,Orgazmo
Drama|Romance,tt0299458,All the Real Girls
Comedy|Drama,tt0119019,Dream with the Fishes
Drama,tt0290145,Blue Car
Comedy|Romance,tt0160498,Luminarias
Drama,tt2479800,Palo Alto
Crime|Drama,tt1077262,Ajami
Comedy|Drama|Fantasy|Romance,tt0477139,Wristcutters: A Love Story
Drama|Romance|Sci-Fi,tt2884206,I Origins
Comedy|Drama|Romance,tt0357470,The Battle of Shaker Heights
Drama|Fantasy|Thriller,tt0380510,The Lovely Bones
Biography|Crime|Documentary|History,tt2375605,The Act of Killing
